,ID, Media,Link,food type
301,1034091396481855488,Over a pound of crab on one plate. Yup  it's Crabfest.     : @@stickaforkinme @foodietribe https://t.co/EhITxBu9hi,http://pbs.twimg.com/media/DlnUpR5X4AASnm_.jpg,Seafood
302,1033751844936462336,We've cracked the code on crab crackin'! This is how you do it during #Crabfest! https://t.co/oVEbGUZBsx,http://pbs.twimg.com/amplify_video_thumb/1033751688572588033/img/QigJDQ67TU9N28TN.jpg,Noodles/Pasta
303,1033366893728620544,Always butter!   https://t.co/DDmrTd4RJ6,http://pbs.twimg.com/amplify_video_thumb/1033366811478130689/img/Q3-jBIruMJ7ABvQv.jpg,Egg
304,1033009227088977921,#Crabfest is calling your name. Get it this weekend before it's gone!   https://t.co/mci4xXYqKC,http://pbs.twimg.com/media/DlX8arMUwAEgJup.jpg,Meat
306,1032280745522409472,Biscuit Hack - Who else does this?   #cheddarbaybiscuits https://t.co/ORXWtuWr0X,http://pbs.twimg.com/amplify_video_thumb/1032280660579250182/img/PfE6dJtwNn-ngOLd.jpg,Egg
309,1030852074374868992,Prepare yourself  this could get messy! #Crabfest   https://t.co/N2YgEYOeLV,http://pbs.twimg.com/media/Dk5Sf5OVsAAWT3K.jpg,Bread
311,1030466534806892549,A biscuit  a basket... https://t.co/Xzmq15msQm,http://pbs.twimg.com/media/Dkzz2f4XsAIoGL3.jpg,Dessert
313,1029747265022427136,Interpret the emoji's:   https://t.co/an76DjEukU,http://pbs.twimg.com/media/DkplrixVAAUcc9R.jpg,Soup
315,1029378498119524352,DYK: The crab from #DeadliestCatch ends up at #Crabfest? https://t.co/injrV0IrEN,http://pbs.twimg.com/media/DkkWSesW0AE5gAi.jpg,Soup
316,1029020205245181952,It's just the noodle lift you've always dreamed of.   https://t.co/dIf7sDK5qe,http://pbs.twimg.com/media/DkfQbEZX0AE-qJf.jpg,Fried food
319,1028313093904977920,Straight outta the oven! #cheddarbaybiscuits https://t.co/7ytAghykwQ,http://pbs.twimg.com/media/DkVNTx8VAAAD-i8.jpg,Fried food
320,1028011294656524289,Why limit happy to just an hour? Cheers to the weekend.    @DeadliestCatch https://t.co/mxeDXk2yJ4,http://pbs.twimg.com/media/DkQ60ujXoAADHdg.jpg,Soup
322,1027705090688409600,Nothing like some #Crabfest   in the sunset. https://t.co/hfiCG8s17V,http://pbs.twimg.com/media/DkMkVRUU4AAy8Ln.jpg,Vegetable/Fruit
324,1027210550856613888,Now is your chance! Drop a   if you   crab!   #Crabfest https://t.co/kn3wO3cRlp,http://pbs.twimg.com/amplify_video_thumb/1027210500726128641/img/ueV3lqrxbnD9o8Gk.jpg,Meat
326,1026481547099222016,#Crabfest has everything you crave about crab. Get your meat-pulling fork ready. You re going to need it. https://t.co/PyIrsotByD,http://pbs.twimg.com/amplify_video_thumb/1026481407374360576/img/9pTjTz5HkCZqpNX5.jpg,Egg
328,1025776282800406530,Solid choice on the Crab Lover's Dream my friend!     : Elle_Loha  @foodietribe https://t.co/z13W5L7N78,http://pbs.twimg.com/media/DjxKF8YU0AA5sUC.jpg,Dairy product
330,1025398808254009345,Take crab crackin' home with you. That's right  just order #RedLobsterToGo. https://t.co/iq7LiwGlvQ,http://pbs.twimg.com/media/DjryyBkV4AAjBLw.jpg,Meat
333,1024673751978393607,Surround yourself with the ones you love and lobster pizza.   : newyorkscoops https://t.co/AuJ5W1qVAj,http://pbs.twimg.com/media/DjhfWMzV4AAgXyo.jpg,Dessert
334,1024308873912614914,If you      then this is all you. Who can name this dish? https://t.co/C4NhquGY2I,http://pbs.twimg.com/media/DjcTfgZW4AYxIs-.jpg,Noodles/Pasta
337,1023604780906762240,Don't forget to tag us in that photo!   #Crabfest   https://t.co/dQfA9sfAQt,http://pbs.twimg.com/media/DjSTH3xWsAUCadt.jpg,Seafood
338,1023219783809069056,Your #Crabfest   adventure is not complete without some panko crusted crab bites. https://t.co/EPHuyHmjPy,http://pbs.twimg.com/media/DjM0-F_UUAAFwA6.jpg,Noodles/Pasta
339,1022946914768236545,Start the weekend off right with the NEW Rogue Wave.   https://t.co/pW9PnsZQvb,http://pbs.twimg.com/media/DjI8zBoU0AAAX99.jpg,Noodles/Pasta
340,1022499536164585473,OUR gift cards come with a side of Cheddar Bay Biscuits! https://t.co/YA8pQejEWI,http://pbs.twimg.com/media/DjCl6NNWwAAPZE6.jpg,Egg
341,1022213704249745408,Crab Linguini Alfredo   Alfredo Linguini Crab   https://t.co/pcI4I8bJ3b,http://pbs.twimg.com/amplify_video_thumb/1022213647957811200/img/diGi-oxa2s7eOMiZ.jpg,Vegetable/Fruit
344,1021410062647136257,Bring home the seafood you crave with #RedLobsterToGo. Call or order online today. https://t.co/mAleIVi0DY,http://pbs.twimg.com/amplify_video_thumb/1021410008695787520/img/Icb9-IN8aPh0u3gn.jpg,Soup
345,1021047851684593665,I'll take a side of #Crabfest   with my biscuits. https://t.co/kKmjC6YCrX,http://pbs.twimg.com/media/Dit9nCVXkAAUST5.jpg,Dessert
346,1020685582681493504,So. Much. Crab. in the #Crabfest Combo! OMG. https://t.co/kmyg3zLyW9,http://pbs.twimg.com/media/Dio0INQX4AESUBj.jpg,Dairy product
351,1019265163713753088,Of course #WorldEmojiDay happens before the new lobster emoji drops.   https://t.co/rmGdNlUuD7,http://pbs.twimg.com/media/DiUoQLWXkAIJN8n.jpg,Fried food
355,1017786461289091072,Yup  we even have Tuna Poke on the menu! https://t.co/TsbgIFfTue,http://pbs.twimg.com/media/Dh_nZH1WsAA9fU-.jpg,Seafood
356,1017424969670721536,It's rewards season!   https://t.co/zHHfseRzK1,http://pbs.twimg.com/media/Dh6enjWWkAA9IKy.jpg,Noodles/Pasta
358,1017074493158719488,If I don t want to share my Crab Lover s Dream  does that make me shellfish?   https://t.co/EGpeqyravE,http://pbs.twimg.com/media/Dh1f3IbXkAEL_Va.jpg,Soup
360,1016336716721020928,Oh yes  #Crabfest  is back with the largest variety of crab. Time to get crackin'! https://t.co/tQgHCYJL8u,http://pbs.twimg.com/amplify_video_thumb/1016336627420094464/img/cD_txOJcO3JMQBO0.jpg,Vegetable/Fruit
361,1015966991834894336,Lobster and Shrimp Summerfest ends today! Get a taste of those summer flavors one more time.   : @FoodieJudge https://t.co/spPAdlcFwc,http://pbs.twimg.com/media/DhlwmDWW0AAQKB9.jpg,Egg
362,1015642100560531456, =  https://t.co/C04FrwKd7q,http://pbs.twimg.com/media/DhhJG5iW4AAuNXP.jpg,Vegetable/Fruit
363,1015604824291856386,How we do chocolate! Happy #ChocolateDay friends. https://t.co/2u0Os1zEC8,http://pbs.twimg.com/media/DhgnNIgXkAA6W9Y.jpg,Meat
365,1015301775971274753,Carter  party of 2 your table s ready.   #EverythingIsLove https://t.co/cLdYzdE1Y5,http://pbs.twimg.com/media/DhcTlaPXUAEwL9T.jpg,Dessert
366,1015252207711784960,Crabfest is coming!   https://t.co/U3yiWTMKHV,http://pbs.twimg.com/amplify_video_thumb/1015252155132006400/img/T0hvEFSnqnxieISq.jpg,Bread
367,1014889277224824832,When your noodle lift game has been upgraded with Zoodles! https://t.co/KN1DOD9ttO,http://pbs.twimg.com/media/DhWcaxKX0AIpdhd.jpg,Dairy product
368,1014524738390167552,Happy 4th of July!   https://t.co/Pteok3kQ2a,http://pbs.twimg.com/media/DhRQ333WAAAeTOb.jpg,Dairy product
370,1014182108909142018,Be the friend that brings the Cheddar Bay Biscuits to the party tomorrow!   https://t.co/UqM5yz4MxF,http://pbs.twimg.com/media/DhMZQNsXkAEHXjU.jpg,Noodles/Pasta
372,1013445375687102466,When going overboard isn't frowned upon.   https://t.co/4UA8AmRf6G,http://pbs.twimg.com/media/DhB7MraX0AAGGi8.jpg,Vegetable/Fruit
373,1013075420177104896,Putting the finishing touches on Lobster and Shrimp Summerfest like... https://t.co/bL4Cr04aJJ,http://pbs.twimg.com/media/Dg8qubVX4AEATq1.jpg,Bread
375,1012347116512006144,All the flave  all the crave! https://t.co/yFnsKW6BCs,http://pbs.twimg.com/amplify_video_thumb/1012347069401616384/img/aplGUUlRDHfuah6I.jpg,Meat
376,1011987921598124040,Me: Want to share a Lobster Pizza?  Also Me: Please say no. https://t.co/EQXI8AP07X,http://pbs.twimg.com/media/DgtNpsiW4AI24pL.jpg,Noodles/Pasta
378,1011260696603037697,Summer just got a whole lot better. #RedLobsterToGo https://t.co/MTwq4JIFMg,http://pbs.twimg.com/amplify_video_thumb/1011260641091444738/img/d8auPWkLWBwwOLIa.jpg,Soup
379,1010921190020517888,It's a pasta dish with a twist. https://t.co/2pIICCzAy1,http://pbs.twimg.com/media/DgeDdwgX0AA5ZWW.jpg,Dessert
381,1010561592910544896,Favorite menu item to eat Cheddar Bay Biscuits with  GO.   https://t.co/yFRcPtjmTO,http://pbs.twimg.com/media/DgY8aayW4AApOqV.jpg,Bread
382,1010257118983868417,We can t be the only ones who want to start the weekend early! Tag a friend you d like to share one of these with! https://t.co/KnfygwYsPx,http://pbs.twimg.com/media/DgUnfqZXcAE3SHI.jpg,Vegetable/Fruit
384,1009454365474729987,These summer flavors make this dish a showstopper.   https://t.co/0maQTOu6jo,http://pbs.twimg.com/media/DgJNZU8XcAIX5x2.jpg,Seafood
386,1008815099694469126,We infuse summer flavor into every dish at Lobster &amp; Shrimp Summerfest. Each dish brings out the best of the season. https://t.co/5W2EzUz9Gt,http://pbs.twimg.com/amplify_video_thumb/1008815041406267394/img/HMkT1DcL-_k0z_3r.jpg,Fried food
390,1007670211095547904,Lobster is so special it gets two national days... not that you ever need a reason to celebrate at Red Lobster! https://t.co/yqZM9Z5Xy8,http://pbs.twimg.com/media/Dfv2t3PXcAQPllE.jpg,Dairy product
391,1007279129186709506,Start your meal right with some Seafood-Stuffed Mushrooms.   https://t.co/lq9WyKugVy,http://pbs.twimg.com/media/DfqTB5IW4AEZsbm.jpg,Fried food
392,1006549577707737090,Just about any day is a good day for pizza  especially Lobster Pizza!! https://t.co/RqSOp7ojvi,http://pbs.twimg.com/media/Dff7gZ7WAAIHHig.jpg,Egg
393,1006187817150701569,Feast on summer with delicious new ways to have lobster and shrimp together. All at Lobster &amp; Shrimp Summerfest. https://t.co/cfK1yA147i,http://pbs.twimg.com/amplify_video_thumb/1006187728977965056/img/zOwXY_hNeDVqRd-t.jpg,Noodles/Pasta
394,1005832965551722496,Traceable. Sustainable. Responsible. Doing things the right way since 1968.   Learn more: https://t.co/1nt3uoheJd https://t.co/7P6GCZrrqc,http://pbs.twimg.com/media/DfVvwEhWkAI0Mb8.jpg,Meat
395,1005482963772084225,When lobster and shrimp come together  good things happen. https://t.co/HU7RfWZeMS,http://pbs.twimg.com/amplify_video_thumb/1005482908763721728/img/3xf-_IWdnpCw5CR5.jpg,Rice
397,1004827941434470400,Bring home the seafood you crave with #RedLobsterToGo. Call or order online today.  https://t.co/ncj1RQXlrT https://t.co/n7VO0VhUTZ,http://pbs.twimg.com/amplify_video_thumb/1004827888745680896/img/MEfDGswpTvOwbWvY.jpg,Meat
398,1004381100796534784,This summer  lobster and shrimp together unlike ever before. Only at Red Lobster's Lobster and Shrimp Summerfest! https://t.co/1op9rktv14,http://pbs.twimg.com/media/DfBHSZvWkAEbeHN.jpg,Meat
399,1004020485288587264,How many points until your next reward?  #MyRedLobsterRewards https://t.co/FTUtP005q6,http://pbs.twimg.com/media/De7_T3CVAAAPZ6t.jpg,Dairy product
400,1003654613176905730,Go BIG this summer with our new mouthwatering Cedar-Plank Seafood Bake! https://t.co/E2DU9sWekc,http://pbs.twimg.com/media/De2yjTQUcAErn82.jpg,Noodles/Pasta
401,1003032010791768066,Tuna lovers  take note. New! Tuna Poke is now available at Red Lobster. https://t.co/YhXCesOyuI,http://pbs.twimg.com/media/Det8TDyVQAEjb-I.jpg,Soup
402,1002641616358789120,Cue the island music; this drink is paradise in a glass.   https://t.co/PQtN5kMAG6,http://pbs.twimg.com/media/DeoZPILXUAEUxx5.jpg,Egg
404,1001847062193991680,Summer flavors make this dish a showstopper. It s the New! Caribbean Lobster and Shrimp!   https://t.co/q9q8Wdd3Tc,http://pbs.twimg.com/media/DedGl_5VMAMkwzA.jpg,Bread
407,1000776913063948289,Your taste buds are going to thank you. 9 shrimp creations to choose from! #ShrimpTrios https://t.co/4gAKvRw8bI,http://pbs.twimg.com/media/DeN5THOU0AIXija.jpg,Seafood
409,1000027925675200512,Cheddar Bay  all day!   https://t.co/NmUJTH1mPW,http://pbs.twimg.com/media/DeDQGRFV0AAPBir.jpg,Fried food
410,999668551257600001,Your perfect shrimp plate is waiting to be discovered. #ShrimpTrios https://t.co/iFo052tFOU,http://pbs.twimg.com/media/Dd-JP8WUQAQ8qh9.jpg,Meat
411,999301107548647426,That first bite feeling.    #ShrimpTrios https://t.co/31FzIuoB3v,http://pbs.twimg.com/media/Dd47D5GV0AAt8hH.jpg,Soup
414,998217481134268416,Crab melt for lunch? Let's do it.   #ShrimpTrios https://t.co/UCat00tfnw,http://pbs.twimg.com/media/DdphgizU8AAS4gp.jpg,Bread
415,997490909704065024,Noodle lift game on   https://t.co/pS4bweM1V8,http://pbs.twimg.com/media/DdfMsg0U8AAdkZA.jpg,Dairy product
418,996765742866534400,When you are trying to get the best forkful possible.    #ShrimpTrios https://t.co/G4ltxvKY7U,http://pbs.twimg.com/amplify_video_thumb/996765691196751872/img/O-xOlwWYHt2_Ed6F.jpg,Vegetable/Fruit
421,996045407292743680,Celebrate National Biscuit Day by telling us your Cheddar Bay Biscuit name! https://t.co/mjAa9awXQV,http://pbs.twimg.com/media/DdKqBM3U8AAKM4x.jpg,Seafood
422,995703693482881024,A feast meant for Mom. Happy Mother's Day!   https://t.co/DdCNlfmfv0,http://pbs.twimg.com/media/DdFzO3NUwAAjC5t.jpg,Soup
423,995333499627417600,Three definitely isn t a crowd with this dish! #ShrimpTrios https://t.co/C5Ok6zEJQY,http://pbs.twimg.com/media/DdAiivWXcAA8yYG.jpg,Soup
424,994958002225664000,Nothing should stand between mom and her #CheddarBayBiscuits on Mother s Day. https://t.co/U0c08TkRKh,http://pbs.twimg.com/amplify_video_thumb/994957977198133250/img/njEoDytF8S32wYdH.jpg,Bread
425,994591071249321992,Happy #NationalShrimpDay! Celebrate at Red Lobster with Create Your Own #ShrimpTrios! https://t.co/1M7j4OFi8R,http://pbs.twimg.com/amplify_video_thumb/994591040467226624/img/SDbjnpRZUf4_ZGg8.jpg,Vegetable/Fruit
426,994312017648521216,Cheese and wine just got an upgrade. Thanks Cheddar Bay Biscuits! https://t.co/8it8OjOYcn,http://pbs.twimg.com/amplify_video_thumb/994311990939213824/img/OC-3dcmSLU1khjDm.jpg,Bread
9,1059505627733454849,Leave the cooking to us. Grab a few #TacoPartyPacks for your Friendsgiving festivities. https://t.co/o0ePn2YqJs,http://pbs.twimg.com/media/DrNbcVqU0AAEwA5.jpg,Noodles/Pasta
21,1057331305539457024,Think you can handle heat? Try Diablo Tortilla Chips at @7Eleven before they re gone for good. https://t.co/XrUs9ZVRj4,http://pbs.twimg.com/media/Dqu_qPZUcAE_vnW.jpg,Soup
39,1053446734079119361,Don t party without a #TacoPartyPack. Grab one (or a few) today. https://t.co/fWUj48UMmv,http://pbs.twimg.com/media/Dp6YEQMV4AAGLSC.jpg,Dairy product
61,1052212569300226048,10/18. The boxes return. https://t.co/qFTT4ZBz31,http://pbs.twimg.com/media/DpnABSqU0AAZ6LA.jpg,Bread
108,1049741372843024386,Taco Bell Cornhole has arrived. Shop now and bring the party to your next tailgate. https://t.co/5XCzSxRpvV https://t.co/bfTdewUG6z,http://pbs.twimg.com/media/DpFH6ppV4AAsCpD.jpg,Soup
114,1048658013429493760,Happy Belated Birthday  @DILLONFRANCIS. Hope your birthday was as amazing as this screenshot. https://t.co/dDGGgPj5LN,http://pbs.twimg.com/media/Do2UQEgUwAAkdqo.jpg,Noodles/Pasta
183,1045463097794678784,Have you seen #TacoBellTacoShop s latest styles? Shop now before it sells out. https://t.co/xTX6lqHxUQ https://t.co/jSki7kG8uj,http://pbs.twimg.com/tweet_video_thumb/DoIu5I0X0AA-Ibx.jpg,Dairy product
199,1043198915711922176,#TacoBellTacoShop s Fall Essentials Collection has officially dropped. Shop now. https://t.co/mSTnaZKLyY https://t.co/N1xsMpFVAN,http://pbs.twimg.com/media/Dnovrz_VsAUIPDH.jpg,Dessert
201,1042904600884506624,#TacoBellTacoShop s Fall Essentials Collection is almost here. Check out https://t.co/m3n64ZiCnY tomorrow to shop. https://t.co/MFatG9JpJg,http://pbs.twimg.com/media/DnkkA-WW0AA2IRD.jpg,Bread
202,1042900132151414784,Get all the fall feels with the #CaramelAppleFreeze. https://t.co/HTEK7G4yN3,http://pbs.twimg.com/media/DnkADm8X0AEEmFu.jpg,Dairy product
205,1040646364919672833,A match made in heaven. Try the latest $2 Duo featuring the #BeefyCrunchBurrito and a #BajaBlast. https://t.co/4nAa7C910x,http://pbs.twimg.com/media/Dm25z11VAAEK-p1.jpg,Fried food
207,1040283981382643713,Hey  Crunchwrap lover. It s time to try the $5 Triple Double Crunchwrap Box. https://t.co/oixm8QQ4iH,http://pbs.twimg.com/tweet_video_thumb/Dm6If1UUcAI86Fn.jpg,Vegetable/Fruit
209,1039225548424196096,Attention all musicians: Last chance to apply for @FeedTheBeat. Head to https://t.co/I6Cbnxcj5u now. https://t.co/pxdphhVIDd,http://pbs.twimg.com/media/DmwSFedXsAAu6dJ.jpg,Bread
211,1037463166807027713,Get it on the double. The $5 Double Cheesy Gordita Crunch Box is only here for a little while longer. https://t.co/UGMznZfCMI,http://pbs.twimg.com/tweet_video_thumb/DmXPNfQW4AApAiO.jpg,Meat
212,1035243480459571200,This is your last call for #NachoFries. Don't worry  they'll be back next year. https://t.co/U3NUQXPj4j,http://pbs.twimg.com/media/Dl3sTxPU0AAPr9n.jpg,Bread
215,1033049249922015232,Have you tried all the #NachoFries menu items yet? https://t.co/r0Y4hNdJRS,http://pbs.twimg.com/media/DlYgrHEWsAEw19j.jpg,Vegetable/Fruit
216,1032720975123509248,Fall submissions for @FeedTheBeat are now open. Tag your favorite musician who should apply. https://t.co/Bx9DEY8IJo https://t.co/TKnzgSkN8g,http://pbs.twimg.com/media/DlT2LvvWsAAZxPu.jpg,Rice
217,1032673828554461189,Fall just arrived early. Try the new #CaramelAppleFreeze today. https://t.co/MS0rgGCw6u,http://pbs.twimg.com/media/DlKgUDhX4AYUgPT.jpg,Vegetable/Fruit
219,1031737070648057856,Congratulations @iamcardib on winning the #VMAs Best New Artist! https://t.co/gXtGr7k4O8,http://pbs.twimg.com/amplify_video_thumb/1031735747127083008/img/tkxgsheAuYFfhuqb.jpg,Seafood
220,1031733811883606017,The #VMAs Best New Artist category is up next. Who will be this year's hottest artist? https://t.co/n91ln9QNwG,http://pbs.twimg.com/amplify_video_thumb/1031580416568741889/img/CKkEEs1gAeDpJ4s4.jpg,Noodles/Pasta
222,1031580155334946816,Reminder: The #VMAs start at 9PM EST. You have until 8:59PM EST to grab your Taco Bell. https://t.co/3baR6WYh6z,http://pbs.twimg.com/amplify_video_thumb/1031579129055858688/img/Y_GXvKdFVF-0jHZg.jpg,Rice
225,1030424011774279680,Get up and at  em with the new $2 Steak &amp; Egg Stacker. https://t.co/4JKfTwdODj,http://pbs.twimg.com/media/DkvNYcPWsAAcRQ9.jpg,Vegetable/Fruit
227,1030091819290451970,It s tough to top an original  but we did it anyway. The new $5 Double Cheesy Gordita Crunch Box is here. https://t.co/chREDhoeEW,http://pbs.twimg.com/media/Dkk02nOXoAAW2dE.jpg,Vegetable/Fruit
228,1029442533699543040,What s your favorite Freeze? https://t.co/JExLRn2P61,http://pbs.twimg.com/tweet_video_thumb/Dkk2LzWXcAEhTIF.jpg,Dairy product
231,1026909681980043264,What's your favorite Taco Bell menu item to add #NachoFries to? https://t.co/5wm88CiMS4,http://pbs.twimg.com/ext_tw_video_thumb/1026909657661505536/pu/img/_3aSXLFLIfNntX0e.jpg,Fried food
235,1022547731070341126,Original or Supreme? Get #NachoFries at a Taco Bell near you. https://t.co/gEKqWIo9w2,http://pbs.twimg.com/amplify_video_thumb/1022547294028214272/img/3PHrY9pwEy3ZjxpD.jpg,Dessert
237,1021832815388893186,How do you mix your freeze? https://t.co/b241SnTmfy,http://pbs.twimg.com/media/Di5HTqNWwAAk-Wy.jpg,Noodles/Pasta
240,1020521424115544065,Look who stopped by today. Be well  @WesleySnipes. #TacoBell2032 https://t.co/W3Gja4XMdx,http://pbs.twimg.com/media/DimecfMX4AMlbaT.jpg,Rice
242,1020386403497127936,Step inside #TacoBell2032: Demolition Man Experience. https://t.co/iS73eDmZmY,http://pbs.twimg.com/media/DikjzPKUYAAzCsR.jpg,Seafood
243,1019760844077400065,Once you try the $5 Steak Nachos Box  you ll keep coming back for more. https://t.co/S0hDTjUYm2,http://pbs.twimg.com/amplify_video_thumb/1019703073512583168/img/-ne48Smx6VBE8Y3c.jpg,Dessert
244,1017423344147107841,#NachoFries are officially back. Now serving at a Taco Bell near you. https://t.co/sHqYdJtiix,http://pbs.twimg.com/media/DhzMkoZV4AAVdjG.jpg,Meat
247,1014947020740497408,Your new summer fling. #WatermelonFreeze   https://t.co/To2wLj5UyU,http://pbs.twimg.com/media/DhMeO__XkAQ8a39.jpg,Seafood
248,1014267543895396353,If you haven t tried the #NakedChickenChalupa  you better head to Taco Bell ASAP before it s gone. https://t.co/QcaSEfxD5E,http://pbs.twimg.com/media/DhMdudEWsAATwh_.jpg,Meat
250,1013784361500643328,One year and 60 weddings later  we've upgraded our Vegas chapel to make celebrations even bigger and better. https://t.co/B2RrTUJXSr,http://pbs.twimg.com/media/Dg5L8hvVAAE_E7r.jpg,Bread
251,1012863048892026881,Get ready  San Diego. Dine with us at #TacoBell2032: Demolition Man Experience. Coming July 19-21. https://t.co/CFtuvgpYlj,http://pbs.twimg.com/media/Dg5paELUwAAYLCW.jpg,Rice
252,1012501610826567681,You are getting very  very hungry. Fix that with the $5 Steak Nachos Box. https://t.co/tOFJ3dyHjQ,http://pbs.twimg.com/tweet_video_thumb/Dg0g0ToW4AAo8EU.jpg,Dairy product
253,1012002624135188481,Get ready for the sequel. #NachoFries https://t.co/zYCmb83Oax,http://pbs.twimg.com/media/DgkHH6eWAAElXzW.jpg,Dessert
254,1010235982761820161,Get the Triple Melt Burrito $2 Duo. Any medium drink and a #TripleMeltBurrito for just $2. Need we say more? https://t.co/jXb60SDVrR,http://pbs.twimg.com/media/DgPcWvOW0AAJmHy.jpg,Meat
256,1009908357803565056,Comfort food. Hack the #NakedChickenChalupa by adding potatoes. https://t.co/i0xl09uz14,http://pbs.twimg.com/media/DgPqSX2XUAAI64s.jpg,Bread
257,1008695835280924673,Summer just got cooler. Say hello to our new #WatermelonFreeze.   https://t.co/UrLtUlX6lp,http://pbs.twimg.com/media/DfxHSKcWAAEDFqx.jpg,Noodles/Pasta
261,1007261377151451138,Feast your eyes on the new $5 Steak Nachos Box. It s kind of a big meal. https://t.co/bGltXcMLFL,http://pbs.twimg.com/media/DfHkQ5xX0AAAg5c.jpg,Bread
268,1004135782418866176,Have you tried customizing the Wild Naked Chicken Chalupa yet? Adding jalape os takes it to the next level. https://t.co/bDUS6rqAf9,http://pbs.twimg.com/media/De8nc_gU0AAmQvn.jpg,Bread
272,999424740900007936,Two of a kind. #NakedChickenChalupa https://t.co/rsJrRTjp7Z,http://pbs.twimg.com/media/Dd5hewQUQAAl8Cl.jpg,Seafood
276,994577809380081664,#NakedChickenChalupa is back. And there's a new Wild version. Try both today. https://t.co/KZvG5OrnDG,http://pbs.twimg.com/media/Dctb5nrW4AQhZ91.jpg,Seafood
278,994351313470177281,If you like our sauce packets  you'll love our new Taco Bell Tortilla Chips. Get them first at @7eleven. https://t.co/fctDRuxWDs,http://pbs.twimg.com/media/Dcx4B98V4AEVUvQ.jpg,Soup
280,992904732308983808,Time to party.   Celebrate Cinco de Mayo with Taco Bell. https://t.co/gobqT8AjdE,http://pbs.twimg.com/media/DceBlYHU0AATlyn.jpg,Noodles/Pasta
282,992116581726605317,Last call for the Triple Melt Burrito and Nachos. Get them before they re gone. https://t.co/HWzVVqzUQz,http://pbs.twimg.com/amplify_video_thumb/991826480949690368/img/uQUhEh72h-hDJgAl.jpg,Seafood
283,991694067917623297,Hey  sleepyhead. Hurry up and grab two #NakedEggTacos for just $3.49 before it s gone. https://t.co/dmn8XD6ydL,http://pbs.twimg.com/media/DcM0UNiVAAAvicK.jpg,Vegetable/Fruit
284,991467303232589824,Now pouring Strawberry Skittles  Baja Blast  and Orange Cream Pop Freeze. Which flavor is your favorite? https://t.co/QMMALNwhfH,http://pbs.twimg.com/media/Db0maNmV4AA2tq1.jpg,Soup
286,988856108994379776,Pro Tip: Add #TripleMeltNachos to your Taco Bell order for $1. Thank us later. https://t.co/XdSvhRgEHv,http://pbs.twimg.com/media/DbkfXkSVMAA38uu.jpg,Seafood
289,986775938074464256,Remember the Enchirito? Or the Black Jack Taco? Watch this.  #WhatTheBellHappened https://t.co/2l1cWq5DjK,http://pbs.twimg.com/media/DbG7LTGU0AAPGWZ.jpg,Egg
290,986425207194714112,Don't sleep on this deal. Two #NakedEggTacos for just $3.49. https://t.co/mDh4WCX3wQ,http://pbs.twimg.com/media/DbB8fg-VQAA0orH.jpg,Seafood
291,985986196735123456,Menu Hack: If you can't decide which Freeze flavor to get  just ask for all three mixed. #RainbowFreeze https://t.co/H8Vncf6XnQ,http://pbs.twimg.com/media/Dan6KKTUwAA4d95.jpg,Noodles/Pasta
292,984868833872752641,Happy Birthday to one of our best friends  @LEGIQN. We hope you got all the Taco Bell you wished for.   https://t.co/Pa3N2ZUVos,http://pbs.twimg.com/media/Dan6dZ2UwAA_YN8.jpg,Bread
294,984586980804579328,If you like cheese  you'll love the $1 Triple Melt Burrito. Try it immediately. https://t.co/6wETPXSQYv,http://pbs.twimg.com/media/Dan0i0dUMAALsco.jpg,Dairy product
295,984159919829016576,If you think Baja Blast is delicious  watch this video. #WhatTheBellHappened https://t.co/Rw0XiLf8AI,http://pbs.twimg.com/media/DahuhqoVMAAdSdE.jpg,Noodles/Pasta
296,982226432402178049,Breakfast has come out of its shell. Wake up with two #NakedEggTacos for just $3.49. https://t.co/4Vz1mhBmGn,http://pbs.twimg.com/media/DZovSf9UQAAttP4.jpg,Dairy product
297,981939542776254469,3 melty cheeses. 2 new menu items. Only $1 each. Introducing the $1 #TripleMeltNachos and #TripleMeltBurrito. https://t.co/tjfdg9SLzZ,http://pbs.twimg.com/media/DZkBwwcV4AAXUr_.jpg,Meat
298,981531846721843206,Have you ever wondered the story behind #DoritosLocosTacos? Watch now. #WhatTheBellHappened https://t.co/7eEdGP01FT,http://pbs.twimg.com/media/DZoltbHVoAANvnO.jpg,Dairy product
299,981308642774274048,Can't stop drinking @Skittles Strawberry Freeze.   https://t.co/ALAHQD91Ku,http://pbs.twimg.com/media/DZ5O_1_U0AAXz6A.jpg,Soup
300,980882570245058560,There s only a few days left before $1 #NachoFries are gone. But don t worry  they ll be back this summer. https://t.co/PDjvltuZCK,http://pbs.twimg.com/media/DZorEaQU0AAv6P8.jpg,Dairy product
301,978995146371952640,There's more to Taco Bell #SaucePackets than you know. Watch this. #WhatTheBellHappened https://t.co/gpzLVeDwXH,http://pbs.twimg.com/media/DZABpysVoAA8ecp.jpg,Dessert
302,978632735353958400,$1 #NachoFries are disappearing soon  but don t worry. They re making a comeback this summer. https://t.co/6gpFDUn8Kq,http://pbs.twimg.com/amplify_video_thumb/977283968532754432/img/-eRjU73nmfDdA2QM.jpg,Seafood
304,977276151751106560,Taste the rainbow  freeze the rainbow. #SkittlesStrawberryFreeze https://t.co/iq42Qtz9Mx,http://pbs.twimg.com/media/DY_7DXLVAAAeRHq.jpg,Dessert
